Gene,GAE_recon,Infomap,GAE_Silhouette,UMAP_KMeans
hsa:8323,42,1,18,237
hsa:8761,52,11,43,225
hsa:116,12,1,57,37
hsa:440138,44,4,84,249
hsa:3248,10,3,90,250
hsa:1938,55,4,47,85
hsa:16,31,4,60,44
cpd:C03379,31,1,70,97
hsa:22876,53,1,57,61
hsa:278,21,4,43,27
hsa:53342,27,1,3,51
hsa:5347,60,1,83,161
hsa:23765,58,1,68,217
hsa:4717,6,1,33,8
cpd:C02002,79,1,38,32
hsa:146664,45,6,78,249
hsa:85365,91,4,49,2
cpd:C00002,64,1,76,22
hsa:7422,17,1,58,95
hsa:130,17,2,87,197
hsa:138199,24,2,84,109
hsa:2151,91,1,49,76
hsa:1017,76,1,28,25
hsa:5104,7,1,70,221
hsa:1606,50,3,24,39
hsa:22933,44,1,2,38
hsa:51393,29,1,50,52
hsa:4580,14,5,16,84
hsa:7423,33,1,58,204
hsa:2271,28,4,60,242
hsa:51091,50,7,84,144
hsa:1739,39,1,3,214
hsa:51176,85,1,73,200
hsa:8643,16,1,79,212
hsa:9322,19,1,72,204
path:hsa00040,31,4,20,69
hsa:4720,79,1,33,8
hsa:2328,66,2,48,44
hsa:2932,24,1,34,83
hsa:1072,78,1,39,137
hsa:23600,22,2,49,44
hsa:54988,40,4,41,123
hsa:5598,17,1,3,12
hsa:22829,60,25,49,114
hsa:83937,46,1,38,16
hsa:7170,46,1,38,147
hsa:117,77,1,57,30
hsa:146433,33,1,47,187
hsa:8439,64,3,1,143
hsa:4294,54,1,25,141
hsa:91734,25,2,78,54
hsa:373156,7,2,6,157
hsa:5329,9,1,3,57
hsa:10841,17,7,26,139
hsa:2774,4,1,71,40
hsa:5997,90,1,57,240
hsa:5863,30,1,74,167
hsa:4780,13,2,20,144
hsa:3553,45,1,58,137
hsa:23586,14,1,38,18
hsa:126374,82,1,69,142
hsa:9061,27,1,84,138
hsa:55616,14,1,47,11
hsa:8440,60,1,39,194
hsa:5606,45,1,46,230
hsa:442904,27,1,28,57
hsa:9455,4,1,56,100
hsa:406992,33,1,49,24
hsa:53349,79,5,47,61
hsa:6846,77,1,15,34
hsa:10758,64,1,0,243
hsa:5535,48,1,10,153
hsa:9926,64,3,49,62
hsa:115,78,1,19,111
hsa:6609,3,3,53,120
path:hsa00900,40,4,60,205
hsa:2833,3,1,15,131
hsa:10606,3,7,41,113
hsa:406951,84,1,38,18
hsa:55277,90,4,84,60
hsa:1387,24,1,75,126
hsa:57521,73,1,80,61
hsa:5136,73,1,8,136
hsa:8792,44,1,38,94
hsa:622,29,4,41,123
hsa:51209,47,5,70,73
hsa:916,3,1,83,93
hsa:9568,23,1,25,30
hsa:5602,16,1,10,78
hsa:5528,90,1,74,83
hsa:55004,70,5,16,223
hsa:270,16,1,37,3
hsa:54884,1,2,27,199
hsa:2557,25,1,25,103
hsa:4583,25,43,28,156
hsa:7251,13,1,12,186
hsa:1812,48,1,71,117
hsa:79017,67,2,36,44
cpd:C00535,52,1,1,176
hsa:1959,85,1,3,51
hsa:146,16,1,56,20
hsa:1571,85,2,6,70
hsa:3760,46,1,19,30
hsa:29954,2,6,16,28
hsa:5080,79,1,28,52
hsa:84749,53,5,84,35
hsa:2026,77,4,84,171
hsa:6470,77,7,26,139
hsa:2169,7,1,28,122
cpd:C01471,17,2,20,143
hsa:3479,75,1,81,244
hsa:391013,30,3,9,195
hsa:6901,30,3,51,138
hsa:1854,24,1,37,117
hsa:114907,77,1,83,25
hsa:730,51,1,68,101
hsa:5019,13,4,41,123
cpd:C14762,38,1,72,88
hsa:196051,77,3,9,137
hsa:407040,54,1,89,19
hsa:7386,77,13,70,202
hsa:8936,82,1,74,234
hsa:79184,77,1,49,179
hsa:8871,0,1,22,108
hsa:653361,24,1,31,140
hsa:23401,42,1,73,74
hsa:929,61,1,73,18
hsa:4715,16,1,33,8
hsa:6595,53,1,47,128
hsa:7297,45,1,58,206
hsa:10978,64,69,49,116
hsa:9107,17,1,67,108
hsa:9887,83,1,39,83
hsa:5500,54,1,31,126
hsa:2687,31,2,6,144
hsa:283358,61,6,59,86
hsa:83594,50,1,30,113
hsa:6604,85,1,47,128
hsa:8897,17,1,67,108
hsa:6712,90,1,76,193
cpd:C01673,14,30,1,35
hsa:251,78,24,60,38
hsa:55770,1,1,77,141
hsa:204,85,1,37,121
hsa:51426,63,1,38,66
cpd:C00547,16,1,80,134
hsa:1630,73,1,12,112
hsa:70,19,1,38,147
hsa:5197,68,1,15,34
hsa:5506,77,4,15,130
hsa:285242,2,1,71,188
hsa:8399,64,3,9,195
hsa:4087,3,1,66,135
hsa:50808,17,1,62,121
hsa:79778,83,1,47,128
hsa:7409,64,1,46,110
hsa:36,78,4,40,123
hsa:81624,88,1,12,58
hsa:79899,83,1,76,101
hsa:54894,17,1,23,212
hsa:4342,27,1,74,125
hsa:5275,64,1,49,72
hsa:397,69,1,5,185
hsa:5187,61,1,25,191
hsa:10667,14,4,76,170
hsa:3458,79,1,0,165
cpd:C07653,16,1,76,176
hsa:2137,78,16,72,168
hsa:3824,17,1,43,49
hsa:735,73,1,68,101
cpd:C15850,91,87,72,205
hsa:8313,1,1,50,90
hsa:401494,7,2,20,250
hsa:51421,77,1,12,180
hsa:6374,82,1,0,106
hsa:7498,37,1,27,113
hsa:10870,43,1,3,183
path:hsa00630,51,4,40,174
hsa:1388,73,1,5,1
cpd:C05981,24,1,10,110
hsa:2529,7,6,60,168
cpd:C00942,22,1,63,196
hsa:51129,71,3,76,62
hsa:39,16,4,40,123
hsa:9759,13,1,29,196
hsa:5029,2,1,76,20
hsa:26281,72,1,50,65
hsa:727,13,1,68,101
hsa:23157,17,5,70,35
hsa:6648,39,1,0,143
hsa:9563,24,4,84,60
hsa:3156,33,2,80,134
hsa:1021,29,1,89,122
hsa:1460,77,1,73,184
hsa:5538,16,4,41,62
hsa:55650,77,6,16,28
path:hsa00100,27,2,78,54
hsa:55586,79,2,14,138
dr:D01161,16,1,38,213
hsa:5321,17,3,88,195
hsa:7482,16,1,13,10
hsa:9076,1,1,11,9
hsa:64834,16,2,20,250
cpd:C07056,24,1,47,17
path:hsa00053,52,4,53,236
hsa:3449,51,1,91,36
gl:G10505,2,1,69,32
hsa:56895,40,3,9,99
hsa:3250,54,54,76,225
hsa:186,57,1,25,20
hsa:147111,77,1,13,82
hsa:683,77,1,2,31
hsa:52,78,24,51,38
hsa:92483,46,3,41,115
hsa:2689,82,47,49,231
hsa:714,46,1,38,171
cpd:C22533,46,1,38,90
hsa:51067,78,4,84,238
hsa:5957,18,1,65,208
hsa:57107,3,2,78,54
hsa:4000,2,1,1,101
hsa:1520,77,1,43,161
hsa:3265,7,1,44,148
hsa:5595,73,1,10,125
hsa:1000,16,23,76,160
hsa:80315,91,1,72,236
hsa:2065,11,1,81,223
hsa:7161,86,1,38,66
hsa:3306,61,1,89,178
dr:D01977,53,1,47,53
hsa:5452,3,1,65,149
hsa:254531,79,3,9,137
hsa:30814,62,3,9,195
hsa:132158,77,4,53,109
hsa:387787,61,4,84,123
hsa:4759,61,6,4,235
hsa:183,42,1,58,146
hsa:5797,77,32,76,249
hsa:2558,36,1,25,103
hsa:84869,45,4,41,69
hsa:8228,26,2,90,69
hsa:5634,7,4,32,60
hsa:5522,77,1,58,242
hsa:3447,77,1,91,36
hsa:6773,61,1,0,186
hsa:84552,33,1,29,180
hsa:93,49,1,70,33
cpd:C00925,55,1,79,237
hsa:5230,40,4,70,135
hsa:8200,17,1,89,33
hsa:1595,28,2,84,156
hsa:7454,44,1,5,0
hsa:1583,78,2,27,164
hsa:5241,17,1,65,122
hsa:5573,70,10,33,48
hsa:8744,76,83,1,97
hsa:8351,47,1,25,59
hsa:27113,11,1,38,98
hsa:11145,77,3,24,92
hsa:7378,60,2,90,158
hsa:3802,53,1,43,91
hsa:10910,53,1,89,179
hsa:83660,16,1,3,0
hsa:406950,19,1,70,18
hsa:29945,43,1,41,71
hsa:2902,7,1,31,43
hsa:1285,7,1,89,81
hsa:710,44,1,70,221
hsa:5566,90,1,19,22
hsa:2919,16,1,58,78
hsa:4635,77,1,74,27
hsa:1559,82,2,6,70
hsa:3614,23,1,30,31
hsa:23530,2,1,2,38
hsa:92935,14,2,41,139
hsa:22900,63,1,38,179
hsa:6785,82,2,20,250
hsa:135,15,1,86,117
path:hsa00604,62,6,4,72
hsa:148,88,4,56,20
hsa:7253,0,1,12,117
hsa:123099,78,3,48,89
hsa:26986,13,11,43,225
hsa:9175,88,1,29,141
hsa:5149,34,1,8,40
hsa:2243,64,1,12,169
hsa:116150,90,2,78,54
hsa:6820,63,2,27,45
hsa:7058,72,1,89,221
hsa:5770,90,1,12,93
hsa:29760,48,1,75,0
hsa:1845,13,1,3,15
hsa:9550,88,5,16,95
hsa:1629,82,4,40,123
hsa:374875,11,2,6,45
hsa:10243,17,4,16,145
hsa:4093,82,1,23,33
hsa:4624,90,1,12,51
hsa:4214,46,1,39,18
hsa:3897,55,12,16,97
hsa:6349,53,1,58,78
hsa:1807,77,2,20,158
hsa:596,77,1,0,129
hsa:4690,16,1,39,194
hsa:2780,7,1,51,31
hsa:1459,74,1,73,184
hsa:5163,78,4,47,201
hsa:1675,16,1,82,173
hsa:9693,16,1,33,167
hsa:8379,90,1,41,57
cpd:C09155,79,1,28,22
hsa:1173,30,22,49,203
hsa:2826,43,1,15,131
hsa:10672,27,1,10,140
hsa:9087,41,1,3,63
hsa:995,29,1,65,218
hsa:406957,3,1,28,133
hsa:440275,10,1,38,164
hsa:3291,16,2,27,164
hsa:5146,63,1,8,40
hsa:3576,16,1,0,78
hsa:51246,17,1,38,66
hsa:6434,84,3,14,101
hsa:406907,84,1,28,152
hsa:87,90,1,5,76
hsa:57492,77,1,47,128
hsa:93408,59,1,75,56
hsa:8302,24,1,43,49
hsa:5297,61,1,67,61
hsa:3440,39,1,91,36
hsa:2260,76,1,81,122
hsa:4686,85,1,28,24
hsa:342371,5,1,70,57
hsa:23569,75,1,25,208
hsa:10095,79,1,31,67
hsa:6543,90,8,77,23
hsa:89849,90,5,49,209
hsa:10850,43,1,15,34
hsa:3831,74,5,0,73
hsa:7305,7,1,39,169
hsa:3632,26,1,67,39
hsa:1840,35,1,21,47
hsa:6278,68,1,0,181
hsa:5610,78,1,12,1
hsa:55750,78,3,9,62
hsa:23761,77,3,9,80
hsa:79001,15,2,84,144
hsa:8764,48,1,38,32
hsa:1512,48,1,68,98
hsa:407025,16,1,47,187
hsa:4637,28,1,46,208
hsa:1213,17,22,49,203
hsa:50943,28,1,66,78
hsa:23405,7,1,38,170
hsa:7368,14,3,48,119
hsa:3176,77,2,53,109
hsa:58494,90,1,60,252
hsa:1431,77,4,40,198
hsa:7307,78,1,3,217
hsa:2752,7,4,26,174
hsa:5340,29,1,70,80
hsa:197259,7,1,68,66
hsa:79837,77,1,22,61
hsa:786,27,1,75,104
hsa:5153,24,1,8,136
hsa:5460,31,1,70,220
hsa:8835,1,1,12,93
hsa:8437,77,1,29,167
hsa:2319,22,59,76,168
hsa:100271927,30,1,25,167
hsa:5607,77,1,47,73
hsa:10482,61,29,84,114
hsa:64764,43,1,5,1
hsa:54498,86,4,4,134
hsa:5198,49,7,41,97
hsa:5226,7,4,32,145
hsa:653689,64,2,6,157
hsa:22808,64,1,22,148
hsa:9583,64,1,37,121
hsa:6272,90,27,49,97
hsa:8569,1,1,74,57
hsa:2153,61,90,49,245
hsa:31,72,4,80,134
hsa:1543,13,2,87,46
hsa:545,60,1,38,66
hsa:255189,16,3,88,195
hsa:3626,59,1,70,15
hsa:248,27,24,60,38
hsa:5979,77,1,81,50
hsa:11320,78,6,78,114
hsa:55024,62,1,29,222
hsa:51520,17,40,72,2
hsa:10908,16,3,24,5
hsa:7043,17,1,81,41
hsa:796,90,1,49,17
cpd:C11557,57,1,47,53
cpd:C00471,39,1,70,24
hsa:534,63,5,16,95
hsa:9451,11,1,70,164
hsa:6829,1,26,49,75
hsa:8531,58,1,60,252
hsa:140,66,1,86,79
hsa:139760,7,1,25,117
hsa:1584,65,2,77,191
hsa:222545,1,1,29,193
hsa:1540,78,1,0,243
hsa:6240,89,1,37,38
hsa:53373,35,1,51,209
hsa:85417,10,1,83,25
hsa:4163,45,1,76,74
hsa:10156,54,1,25,167
cpd:C15849,79,91,76,114
hsa:10858,75,2,60,250
hsa:10767,17,82,1,156
hsa:339221,0,3,53,120
hsa:349565,40,1,30,113
hsa:406955,17,1,38,133
hsa:83998,3,43,28,156
hsa:406937,53,1,25,246
hsa:664,4,5,83,161
hsa:2146,69,1,47,252
hsa:7371,67,2,20,17
hsa:1160,40,1,28,190
hsa:1237,66,1,15,131
hsa:2990,27,2,87,250
hsa:4771,77,1,72,122
hsa:8869,58,6,4,235
hsa:11285,88,16,72,114
hsa:7385,14,13,70,202
hsa:3375,69,1,89,187
hsa:3295,77,2,84,44
hsa:6194,36,1,29,98
hsa:5625,68,4,60,44
hsa:1977,16,1,29,115
hsa:3762,78,1,19,30
hsa:4508,28,5,16,187
hsa:10801,78,5,70,35
hsa:407031,27,1,85,175
hsa:1499,27,1,66,74
hsa:2264,78,1,81,50
cpd:C16844,46,1,12,57
hsa:9542,77,1,38,187
hsa:2028,8,1,70,179
hsa:91442,66,1,72,101
hsa:2583,8,6,59,86
hsa:5986,53,1,69,47
hsa:4915,71,1,81,52
hsa:6812,17,13,28,188
hsa:5605,31,1,61,57
hsa:56270,3,5,72,209
hsa:5901,19,89,72,249
hsa:54979,80,3,24,92
hsa:9197,72,6,78,168
hsa:53918,88,82,1,203
hsa:55315,31,4,47,105
hsa:9342,17,1,28,2
hsa:27072,23,5,45,84
hsa:79924,90,1,1,17
hsa:2643,27,24,60,17
hsa:112744,80,1,3,51
path:map00710,49,4,70,135
hsa:1605,85,1,69,58
hsa:7478,16,1,13,10
hsa:79444,31,1,0,94
hsa:205,8,1,37,121
hsa:5333,77,1,88,61
hsa:4677,53,4,84,139
hsa:1789,53,1,38,52
hsa:4142,30,87,72,205
hsa:84812,84,1,88,61
cpd:C07593,54,1,76,176
hsa:5576,3,10,33,48
hsa:57186,46,1,34,184
hsa:51311,46,1,68,220
hsa:6372,61,1,0,106
hsa:1586,72,2,55,191
hsa:150,16,1,82,20
hsa:1129,30,1,86,30
hsa:5617,78,73,72,203
hsa:51762,14,1,47,35
hsa:2917,33,1,56,239
hsa:5871,74,1,83,242
hsa:6494,53,1,3,213
hsa:721,66,1,70,169
hsa:1756,2,1,69,63
hsa:406977,49,3,12,24
hsa:6891,31,1,42,2
hsa:80055,17,70,38,156
hsa:100505767,16,1,28,88
hsa:5896,17,1,83,25
hsa:3791,17,1,81,223
hsa:9104,77,4,20,69
hsa:64850,7,4,1,152
hsa:1576,78,2,6,46
hsa:4359,16,19,84,107
hsa:3040,63,54,76,156
hsa:132430,33,11,43,225
hsa:55914,19,1,72,143
hsa:6332,90,1,31,196
hsa:6422,68,1,13,68
hsa:1565,36,2,27,158
hsa:2255,85,1,50,65
hsa:5802,64,44,72,131
hsa:4636,2,1,75,56
hsa:51561,77,1,58,15
hsa:5409,17,2,36,109
hsa:356,86,1,83,159
cpd:C02198,7,3,20,154
hsa:1454,3,1,56,161
hsa:8564,16,4,41,69
hsa:2326,17,2,48,44
hsa:10810,88,1,74,234
hsa:5138,37,1,63,40
hsa:2335,7,1,73,96
hsa:22909,44,1,76,133
hsa:6452,17,1,29,222
hsa:25805,15,1,79,10
hsa:2185,35,1,65,96
hsa:84890,61,2,53,44
hsa:7431,58,1,39,165
hsa:126328,1,1,33,8
hsa:150763,82,3,9,62
hsa:1870,84,1,28,184
hsa:5063,54,1,74,116
hsa:79178,78,24,51,38
hsa:113675,82,3,28,55
hsa:4049,88,1,0,94
hsa:718,27,1,70,173
hsa:862,0,1,70,92
hsa:57292,41,1,43,91
hsa:4719,16,1,33,8
hsa:22871,12,25,49,245
hsa:407048,64,1,47,173
hsa:1591,27,49,84,2
hsa:153090,90,1,83,98
hsa:4830,63,1,63,40
hsa:4082,24,1,29,41
hsa:2829,78,1,15,131
hsa:166824,88,1,38,16
hsa:4124,28,6,78,114
hsa:201163,61,61,72,156
hsa:9992,28,1,33,48
hsa:5724,8,1,33,20
hsa:5819,78,21,72,123
hsa:904,80,26,70,166
hsa:3702,78,1,10,183
hsa:527,16,5,72,53
hsa:3236,16,1,3,80
hsa:2194,55,4,20,85
hsa:7173,63,4,26,170
hsa:6360,45,1,15,34
path:map00680,43,3,20,55
hsa:51497,54,26,49,166
hsa:3135,77,1,43,151
hsa:64121,29,1,38,90
hsa:51094,36,4,29,107
hsa:3101,61,4,42,115
hsa:6890,21,1,42,2
hsa:594,16,3,26,55
hsa:2516,34,1,5,8
hsa:59284,34,1,75,104
hsa:54928,1,1,67,39
cpd:C00400,17,3,76,176
hsa:1604,64,1,83,93
hsa:5565,2,4,22,105
hsa:201254,33,1,16,101
hsa:2559,71,1,25,103
hsa:719,45,1,38,94
hsa:152831,70,1,47,204
hsa:156,27,1,56,34
hsa:56924,90,1,74,227
hsa:10670,17,1,70,90
hsa:290,64,2,90,44
hsa:2342,1,2,78,54
hsa:23308,2,1,3,93
hsa:28514,21,1,69,47
hsa:4090,10,1,23,33
hsa:10563,2,1,15,34
hsa:2308,42,1,58,174
hsa:3451,53,1,91,36
hsa:640,44,1,47,222
path:hsa00230,30,4,41,60
hsa:177,29,1,0,122
hsa:130013,47,56,72,25
hsa:56894,89,3,9,99
hsa:340061,83,1,38,112
hsa:112399,1,1,25,149
hsa:8831,53,1,29,167
hsa:79087,1,2,49,205
hsa:230,71,4,32,174
hsa:25937,68,1,73,172
hsa:164284,46,1,13,82
hsa:7483,85,1,13,10
cpd:C00080,55,5,16,223
hsa:3636,25,1,85,11
path:hsa00565,1,3,84,72
hsa:27,33,1,39,234
hsa:3680,27,1,73,96
hsa:4023,77,3,9,138
hsa:2100,34,1,74,92
hsa:23291,31,1,28,16
hsa:5443,15,1,31,191
hsa:200895,53,3,26,38
hsa:23646,17,3,9,80
hsa:128866,55,28,49,14
hsa:4494,79,18,76,205
hsa:11024,17,1,38,29
hsa:80142,72,3,55,7
hsa:7414,3,1,5,76
hsa:2936,88,2,90,144
hsa:4085,84,1,20,57
hsa:10111,40,1,49,133
hsa:8673,40,1,72,2
hsa:100289462,63,1,0,181
hsa:1915,67,1,47,73
cpd:C00008,78,1,3,134
hsa:58528,81,1,38,90
hsa:64326,77,1,38,66
hsa:7132,61,1,0,143
hsa:23396,17,1,22,61
hsa:578,67,1,83,98
hsa:27190,28,81,49,18
hsa:140609,91,1,28,179
hsa:91860,19,1,85,56
hsa:129807,17,6,4,235
cpd:C00123,22,1,84,133
hsa:1815,16,1,71,30
hsa:204219,47,3,48,89
hsa:7018,17,17,49,97
hsa:7099,90,1,66,220
hsa:51763,6,1,67,39
hsa:3320,78,1,89,194
hsa:10365,72,1,29,25
hsa:1282,85,1,69,81
hsa:7066,16,78,76,86
hsa:9562,61,4,67,39
hsa:7299,61,4,20,149
hsa:659,64,1,73,135
hsa:2054,17,13,70,188
hsa:5584,47,1,46,183
hsa:8742,24,84,76,231
hsa:255022,46,1,25,229
hsa:23708,55,11,43,225
hsa:8536,3,1,10,162
hsa:5898,27,1,29,214
hsa:3911,2,1,70,32
hsa:5588,40,1,31,148
hsa:9369,12,25,49,2
hsa:131669,77,7,49,97
hsa:3973,31,1,82,189
hsa:3996,35,1,39,180
hsa:5151,59,1,30,31
hsa:2526,27,6,4,168
hsa:799,39,1,39,12
hsa:51109,24,2,90,199
hsa:6477,31,1,38,74
hsa:10690,7,6,4,168
hsa:79923,71,1,69,94
hsa:5208,80,4,80,134
hsa:10000,67,1,10,183
hsa:6331,30,1,31,196
hsa:8027,7,1,3,186
hsa:9997,30,1,38,66
hsa:11253,40,45,49,28
hsa:10380,54,1,84,154
hsa:330,91,1,39,101
hsa:51380,71,2,53,44
hsa:57733,89,4,43,207
hsa:22861,55,1,83,98
hsa:810,59,1,85,56
hsa:2274,90,1,47,18
hsa:4538,45,1,33,8
path:hsa00730,1,2,60,250
hsa:6622,75,1,70,176
hsa:6570,84,1,70,35
hsa:3594,49,1,46,192
hsa:2180,76,4,26,248
hsa:6614,76,67,76,97
cpd:C09179,28,5,76,21
hsa:6601,31,1,47,128
hsa:5880,16,1,46,172
hsa:23547,64,1,47,29
hsa:5879,64,1,46,172
hsa:2946,33,2,6,157
hsa:216,53,2,90,132
hsa:3425,85,2,16,205
hsa:3810,72,1,43,28
hsa:462,50,1,70,97
hsa:63923,25,1,28,221
hsa:1577,16,2,87,46
gl:G13113,34,1,70,202
hsa:51302,55,2,20,250
cpd:C00762,32,1,28,176
hsa:10990,27,1,12,29
hsa:50674,78,1,70,187
hsa:4056,25,2,55,55
hsa:359,25,1,5,43
hsa:55233,77,1,12,16
hsa:657,59,1,73,135
hsa:81929,50,1,49,66
hsa:2954,70,4,84,72
hsa:5265,70,1,70,221
hsa:6870,61,1,82,189
hsa:11152,29,5,72,209
hsa:406928,13,1,72,152
hsa:335,64,3,1,182
hsa:3290,64,2,6,45
hsa:7419,11,1,25,162
cpd:C21642,43,2,20,143
hsa:1120,64,3,46,122
hsa:79888,55,3,24,137
hsa:23295,28,1,82,176
cpd:C00076,61,1,64,162
hsa:406883,77,1,73,14
hsa:623,81,1,56,20
hsa:1514,4,1,83,98
hsa:406910,68,1,12,18
hsa:4825,48,1,38,84
cpd:C02135,33,1,38,146
hsa:4838,17,1,70,15
hsa:3426,5,1,28,173
hsa:4293,45,1,29,141
hsa:55326,0,3,9,99
hsa:5959,11,2,6,199
hsa:10800,62,1,82,189
hsa:3445,57,1,91,36
hsa:84628,53,85,76,2
hsa:23409,46,1,2,38
hsa:64840,77,1,13,82
path:hsa00620,16,4,41,85
cpd:C00003,25,4,80,134
hsa:4629,64,1,39,130
hsa:6416,49,1,46,214
hsa:27035,27,1,74,140
hsa:9681,79,1,49,101
hsa:857,68,1,0,0
hsa:1544,66,2,6,46
hsa:441272,7,1,1,88
hsa:131405,12,1,73,54
hsa:2916,29,1,56,239
hsa:4660,34,1,75,115
hsa:100532726,53,1,33,8
hsa:9843,14,57,76,203
hsa:2790,8,1,64,13
cpd:C19190,24,1,70,11
hsa:7532,35,1,89,75
hsa:341208,61,57,76,9
hsa:406999,78,3,82,105
hsa:2017,2,1,65,0
hsa:56998,77,1,12,74
cpd:C00695,55,1,49,145
hsa:8110,78,1,47,128
hsa:2882,1,2,6,144
hsa:2889,40,1,39,213
hsa:50814,7,2,20,205
hsa:8622,50,1,30,31
hsa:914,82,1,47,73
hsa:2318,33,1,75,56
hsa:1960,64,1,3,51
hsa:30009,39,1,0,165
hsa:8289,21,1,47,128
hsa:253430,88,1,67,39
hsa:51071,39,4,32,60
hsa:54905,56,2,87,132
hsa:3764,67,1,33,140
hsa:81671,70,1,72,22
hsa:107987478,2,2,27,158
hsa:6403,43,1,0,94
hsa:1788,68,1,12,182
hsa:10018,14,1,39,135
hsa:3310,53,1,12,217
hsa:51135,86,1,34,163
hsa:93129,24,31,72,235
hsa:2113,77,1,74,57
hsa:5287,55,1,67,39
hsa:2563,13,1,25,103
hsa:4711,24,1,33,8
hsa:2002,46,1,74,57
hsa:84952,52,1,60,252
hsa:1003,77,1,89,74
hsa:102723407,40,1,83,0
hsa:5286,30,1,67,39
hsa:157506,78,2,90,199
hsa:51099,88,3,55,62
hsa:539,86,5,16,187
hsa:528,78,5,16,95
hsa:4535,58,1,33,8
hsa:5720,55,1,39,87
hsa:3115,17,1,43,232
hsa:84790,55,1,53,6
hsa:5159,33,1,81,223
hsa:383,50,1,59,142
hsa:10877,82,42,76,231
hsa:51079,72,1,33,8
hsa:64802,11,1,30,113
hsa:407026,59,1,38,187
hsa:387778,26,1,1,88
hsa:54600,16,2,6,46
hsa:5337,67,3,24,163
cpd:C00951,64,4,29,140
cpd:C00187,13,1,72,82
hsa:83447,19,1,29,162
hsa:10681,19,1,64,13
hsa:4094,77,1,39,217
hsa:116444,73,1,31,185
hsa:10718,73,1,1,187
hsa:1728,24,2,20,144
hsa:4710,68,1,33,8
hsa:5728,90,1,67,173
hsa:5778,2,1,29,15
hsa:1398,63,1,44,129
hsa:1263,63,1,39,148
hsa:23171,88,3,14,62
cpd:C00745,78,1,33,134
hsa:56052,67,4,49,190
hsa:51547,80,1,2,38
hsa:9958,90,5,84,35
cpd:C00212,78,1,86,37
cpd:C14819,80,17,49,166
cpd:C21479,14,3,1,144
hsa:154064,36,1,49,100
hsa:1839,30,1,66,53
hsa:57121,60,1,56,239
hsa:32,16,4,80,134
hsa:51534,53,41,76,124
hsa:91662,45,1,68,94
hsa:3695,49,1,39,246
hsa:6376,17,1,81,34
hsa:406903,90,1,3,135
hsa:4051,16,3,9,70
path:hsa00860,17,4,26,174
hsa:283455,75,1,47,54
hsa:54963,37,2,20,17
hsa:2132,49,16,72,168
hsa:8660,19,1,44,172
hsa:407009,45,1,38,194
hsa:80201,43,4,42,115
hsa:84133,54,1,23,212
hsa:11027,10,1,38,29
hsa:1848,34,1,25,57
hsa:26084,86,50,76,166
hsa:3822,53,1,43,49
hsa:3710,66,1,22,146
hsa:30815,78,6,59,114
hsa:4799,14,1,38,74
hsa:64926,64,1,25,167
hsa:10720,40,2,6,46
path:hsa00790,79,1,62,136
hsa:9479,80,1,83,217
hsa:3073,40,6,4,235
hsa:10733,56,1,83,25
hsa:84152,72,1,5,185
hsa:284098,24,48,1,225
hsa:81631,24,5,47,185
hsa:1109,77,2,90,250
hsa:8801,35,4,59,134
hsa:1975,79,1,29,98
hsa:257397,1,1,65,137
hsa:118672,56,7,49,33
hsa:112817,61,4,26,55
cpd:C20171,48,1,28,22
hsa:3118,53,1,43,232
hsa:5600,70,1,52,41
hsa:3732,26,1,38,66
hsa:116255,8,3,9,138
hsa:63970,7,1,38,66
cpd:C00306,7,1,56,229
hsa:22929,90,7,41,144
hsa:2013,76,1,65,96
hsa:9677,1,1,49,154
hsa:25828,77,2,1,24
hsa:113130,74,1,47,223
hsa:885,78,1,33,154
hsa:2555,3,1,25,103
hsa:222,22,2,36,197
hsa:6582,64,1,47,26
hsa:151449,77,1,89,33
hsa:2940,68,2,6,157
hsa:5586,62,1,75,182
hsa:10163,64,1,74,234
hsa:7133,17,1,39,87
hsa:10201,19,1,63,40
hsa:8879,25,3,36,89
hsa:9626,64,1,51,107
hsa:34,79,4,40,123
hsa:5872,48,1,25,185
hsa:23657,54,1,76,24
hsa:3439,65,1,91,36
hsa:8678,76,1,47,147
hsa:1944,72,1,50,19
hsa:2564,50,1,25,103
hsa:9551,19,5,72,187
hsa:2193,0,4,76,238
hsa:8900,34,1,28,85
hsa:30849,88,1,33,239
hsa:7915,35,4,40,72
hsa:2987,63,1,37,121
hsa:795,3,1,47,208
hsa:26271,77,1,38,24
hsa:145957,87,1,47,187
hsa:80270,76,2,53,250
hsa:602,27,1,39,94
hsa:407010,57,4,82,57
hsa:5833,90,3,20,129
hsa:79726,62,1,49,133
hsa:153562,67,1,53,252
hsa:3516,78,1,69,81
hsa:57486,30,1,28,32
hsa:4718,78,1,33,8
hsa:60,29,1,10,246
hsa:407035,7,1,12,10
hsa:3558,14,1,0,165
hsa:132864,67,1,72,236
hsa:6352,4,1,58,78
hsa:1071,23,3,76,137
cpd:C22546,70,1,76,189
hsa:84870,11,1,23,82
hsa:2730,7,2,90,44
hsa:498,40,5,16,187
path:hsa00270,40,2,41,55
path:hsa00340,31,4,26,42
hsa:10131,34,1,38,184
hsa:4050,8,1,28,24
hsa:89780,28,1,13,10
hsa:3821,82,1,43,49
hsa:6602,24,1,47,128
hsa:27306,83,2,6,157
hsa:4695,84,1,33,8
hsa:84823,17,1,1,101
hsa:2184,73,4,84,134
hsa:23339,90,5,45,84
hsa:81858,16,1,1,251
